,sandwiches,pizza,asian,salads,burgers,italian,coffee,fastfood,mexican,chinese,seafood,tea,dessert,japanese,bakery,pasta,sushi,smoothies,juice,chicken,latinamerican,donut,wings,mediterranean,wraps,indian,icecream,soup,thai,bagels,desserts,caribbean,noodles,greek,middleeastern,asianfusion,subs,spanish,southern,french,friedchicken,korean,frozenyogurt,steak,grill,bbq,tacos,fish,vietnamese,calzones,Zip,City,postalCode
93,-0.3470770065781525,-0.251248565632738,0.09547322385124517,-0.5829293776813843,-0.15508122726692786,-0.4775518703056444,-0.4297013430446175,0.3109675993933097,-0.8369062764070611,1.1555752212389379,0.7590917220509225,-0.5163646251759757,-0.4293590873462293,-0.9234343258206548,0.40158426819997395,-0.42736935258500236,-0.918238654085181,-0.5292903737611424,-0.6461506691313129,0.9993161513910965,-0.07360604817441252,0.6943494031693763,0.2317806227844226,-0.14666805483255246,-0.481905604719764,2.0,-0.4388869365196,-0.4078921196797303,-0.7050696042047992,-0.19951080557560108,0.25345418212960313,2.0,-0.4200435873728701,-0.7204526644171388,1.011087301457478,-0.11352670009085097,0.1910215983453701,0.3341486573739981,1.3050809959502025,-1.0,2.0,-1.0,-0.10929330324314722,-1.0,-0.23518049903956414,-0.21895317294436792,-1.0,1.5480052226896854,-1.0,-1.0,11420,South Ozone Park,11420
94,-0.009148887048869838,0.4567650152117873,-0.8683581489933254,-0.33055425678972195,0.37227195571451177,-0.5171762506655555,-0.23183707601766257,0.7140088778844761,1.0942716779547839,-0.47024793388429753,0.026742585701209916,-0.0825666766315965,-0.7918310203710095,-0.8659309734152995,0.37780793655151856,-0.09279958677685947,-0.8568331804487417,-0.175771883806959,-0.07059718622558168,1.2474712476228351,0.8624644244978379,1.1756986654334036,0.5686462476480815,-0.7153881056554853,0.814400826446281,-0.6963345897161036,-0.34498165110242557,-0.2223996458087367,-1.0,0.8689107225197744,0.09741985470541188,0.5880970034540753,-0.7743282554171292,-1.0,-0.6646209193260109,-0.8275284385507338,0.9117250087077675,1.5308166034121946,2.0,-1.0,1.1318025376000693,-1.0,-0.48011437637642373,0.25651026762207824,0.33922422947101116,-1.0,-0.02713092415749005,-0.5042620692769724,-1.0,0.5915796723212992,10455,Bronx,10455
95,0.21045801827347202,-0.3389928743476515,0.25153788349917083,0.1045854762969589,0.16750324982273695,0.5374124649859944,-0.6901742873271239,-0.25930330634278,-0.040125480937390705,0.20187499999999992,-0.11260105092966854,-0.7865203228315831,-0.2443466039467646,1.4333528325123155,-0.479016373991457,0.15548684210526323,1.5984777748553394,-0.33512265293761356,-0.37523477518497433,0.30742317770366845,-0.6365190397350994,-1.0,-0.6045704250720462,-0.5695245098039216,0.8295208333333334,-1.0,0.48607287906137187,0.04544047619047627,0.5622094402277039,-0.5288787553648069,0.6598475302419353,-0.3995008205689278,-1.0,-1.0,-1.0,-1.0,1.1028975095785443,2.0,0.16283103813559333,-1.0,0.43304503916449105,-1.0,0.5726540114613183,2.0,-0.3998291416074357,0.37903580402010045,0.47146447721179635,0.4996072404371587,-1.0,-1.0,11718,Brightwaters,11718
96,0.060999864310502167,0.4039089394386162,0.1276930245527524,-0.47866172210173036,0.4694239525792559,0.306120324235889,-0.5613087254189365,1.8841287186652813,0.6309372359293892,0.7017699115044247,-1.0,-0.6977278907349849,1.4965539928602467,-0.2343432582065478,0.8441898265789131,-0.18195621797857475,-0.5911932704259053,-0.5292903737611424,-0.5576883364141412,-0.629756268260908,-0.48533669343022917,0.1295662687795842,-1.0,-0.39047718202325177,-0.35238200589970503,-1.0,1.8055653174019999,-1.0,-1.0,-0.3329256713130009,0.5668177276620039,-1.0,-1.0,-1.0,-1.0,-1.0,1.9775539958634254,2.0,-1.0,-1.0,-1.0,-1.0,1.226766741892132,-1.0,-0.1502005544884046,-1.0,1.0834895252556407,1.123337685574738,-1.0,-1.0,11738,Farmingville,11738
97,1.2134089477000627,-1.0,-0.271832504145937,-1.0,2.0,-1.0,-1.0,2.0,-1.0,0.282,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1276075105996366,0.999248719408082,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,11949,Manorville,11949
98,0.456190097171094,-1.0,1.874345378371301,-1.0,0.09240070158852572,0.2946631284092583,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,1.1211323397985555,2.0,1.1936152674043912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,11941,Eastport,11941
99,-0.11893874600442075,0.6402161926857283,-0.9096566382315059,-0.4152731969974742,0.4420773529654981,-0.6642871044199318,-0.4464652279789807,1.1687893263412397,1.1722222366875923,-0.36377171215880894,0.14503090202623403,-0.27957230533735217,-0.649986847154829,-1.0,-0.0692103952204692,-0.13983609768838975,-1.0,-0.3400721120968869,-0.0698284494069098,1.4915657580059982,1.8862011733193105,1.1379073734779845,0.49144653570841157,-0.8290916167956016,0.6343114143920594,-0.8176500513927967,-0.31166185916098565,-0.3774051754696916,-1.0,0.49636524350632055,0.20816031977907629,1.2649100564149622,-0.8644849573472588,-1.0,-0.7986061103645029,-1.0,0.6697945485487199,2.0,2.0,-1.0,0.9913280941243549,-1.0,-0.6878106180721949,0.20724758219173367,0.07226555345569788,-1.0,0.7526127768279459,-0.4046224355584482,-1.0,0.9114753384702451,10459,Bronx,10459
100,0.02472636467595504,0.5668317052500113,-1.0,-0.563620552574041,-0.538764148218178,-0.4533644568938687,0.10160253394800392,0.3167941220572801,0.3651548715557111,-1.0,1.3663971975208837,-0.24096114784562855,-1.0,-1.0,0.8523862258081528,-1.0,-1.0,2.0,2.0,-1.0,1.5847534952170714,0.4182332041343669,-1.0,0.5305795206971679,-1.0,-1.0,0.7612715603690334,0.8585608465608466,-1.0,-1.0,0.9672267025089606,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,11771,Oyster Bay,11771
101,0.012288327782502051,-0.280697187961403,0.07633664403180797,0.2795026243500735,-0.16693159691949574,0.05142572629617787,0.4894890170646274,-0.5300665850056211,-0.22232223044149307,-0.22434656340755085,-0.20438727032490947,0.41927660865263744,0.035372886095728036,0.3336418830360146,-0.0037337466751519964,-0.05007262366206671,0.39662187351257094,0.2516270261178887,0.2989384970463561,-0.29902100830542755,-0.44567055877390976,-0.23485743063865608,-0.43463788527688485,0.4463514869049861,0.11713983418968896,0.1765366964830686,-0.1855315816597142,0.3639226407667841,0.2284557069628829,-0.20292838795803203,-0.16280433354391924,-0.8712162010007084,0.30136420437095196,0.09381299785549473,0.19666572563667153,-0.042717975710588336,-0.32351498686578967,-0.3685172087695676,-0.6674904172730152,0.8636330132823706,-0.6755933487929069,1.8025807686988715,-0.08186704521135346,0.5035082424875754,-0.10973240753742801,0.363734863160841,-0.17600619043616741,-0.26744928905594156,0.2230091649665558,-0.2256026823332066,10018,New York,10018
102,-0.03939660122019879,-0.010846556687644329,0.6462406042724071,-0.2944288708352983,-0.18720448404212636,-0.09629691198239487,-0.12943602737052182,-0.3899793076056808,-0.04516317522395267,0.824404521598708,-0.0828658418974371,0.18590244563480712,0.07383930323269633,0.30983869331843106,0.07688177842702454,-0.029708263391623923,0.21222665673061172,0.18104978888756565,0.10979692740658568,-0.3412740711448614,-0.3895515564384389,0.13367046596126206,-0.3614379088769417,0.02883120789696589,0.24085385547032692,-0.4659804088830631,-0.13607390155495536,-0.3247053847780533,-0.36090476405702865,0.5215865793627552,0.17938298475002282,-1.0,0.3228719141474703,0.6578725715430886,0.31064574118862115,0.41542264882546803,-0.11707169561498343,-0.46744469722303567,-0.6244389057293199,-0.9097888872795109,-0.2594680459707112,-0.4474862239093163,-0.3904933988684435,0.17849198778345257,0.04672511435441163,-0.6436887708627921,0.5207707152451345,-0.031339691279994406,0.623800028968803,0.5549547061031668,11228,Brooklyn,11228
103,-0.1568392290651729,0.7113453091322938,-0.85271693045023,-0.25328274166189046,0.444160798054734,-0.16412526175518757,-0.41845011860754655,0.9416321095868874,0.8141317771280383,-0.4813915857605179,0.0625812658770958,-0.3920319873520811,-0.576116757337991,-0.9300006376839319,-0.022101931763900007,0.04704309316981783,-0.8878758241702119,0.03281917990273606,0.09182272297771472,1.5048366381895524,1.8231530894361214,0.7555799371566191,0.6892137181388319,-0.665650104702075,0.48019484897518866,-1.0,-0.35876035423457525,-0.7293357990445369,-1.0,0.0977582399266636,0.0027126396283537278,0.632424953793206,-0.9116301582701379,-1.0,-0.8686703276325156,-0.7298503697687868,0.6333184540415876,2.0,2.0,-1.0,0.855074484355328,-1.0,-0.592840385382183,0.1808756689885161,-0.30077181546497367,-0.4644521149436504,1.0952892232142082,-0.6117521707606062,-0.1864577929296673,1.4929597456424233,10457,Bronx,10457
104,-0.03501194767558739,-0.2822997376530281,0.16951285606258398,0.22178259772093895,-0.16033431466030637,0.030501420880750186,0.41417082367646996,-0.5623882026886302,-0.26125858855752654,-0.13701065289850345,-0.19501356688476573,0.37734224756984014,0.06146724565960008,0.38534781364301174,-0.013941192784301379,-0.05452615756108131,0.3525542041669805,0.26535705813062493,0.3066131098673825,-0.3328305227429421,-0.4146676125137473,-0.21168071360285015,-0.40870343936006903,0.46745974567854726,0.0713356425505958,0.3351672532683756,-0.14532113353767245,0.3173055604831306,0.38853985929656704,-0.12802080595590687,-0.14951933618085267,-0.8744136086413025,0.42054766036492924,0.12515016416381314,0.3366941935705216,0.014742817326236595,-0.4062795084387092,-0.47040811661163834,-0.6230545749197737,0.6648345590344592,-0.7152828626194333,1.6385863923671913,0.0031437913771952468,0.4149516054660124,-0.09941030594776329,0.2978312252721681,-0.12294908619230231,-0.2786674537861913,0.5553059696242973,-0.24482919932993713,10016,New York,10016
105,0.7735648619391532,-0.15255496711237368,-0.8249597365735425,0.5105442410898584,0.9957320509790376,0.41914996767937945,0.6682922990077943,1.2790667497145232,-0.4093079882691635,-0.6918269230769231,-0.6586927118960264,-0.3431394548664093,1.3250873724714938,-1.0,0.20226990617356072,0.333254048582996,-1.0,0.022888226249825283,-0.038822731053806674,-0.5977159453219482,-1.0,1.4546343917710196,-1.0,-1.0,0.40732371794871797,-1.0,0.5241773118578175,0.6083699633699635,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6176134689065725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8466795642848132,-1.0,-1.0,1.3070880622110135,-1.0,-1.0,11747,Melville,11747
106,0.3414599683030684,0.9229298200795591,0.3239409015528417,-0.2859245405757034,-0.2452504243570186,0.7889890501655206,-1.0,0.07737700895595631,0.11694489490921804,0.16545454545454535,-1.0,-1.0,-0.26724519170595357,0.5730765785938199,-0.24220563489666483,0.6807081339712918,0.6798240160680981,-0.032905677000165286,-0.0912505820872355,-1.0,0.057399157134256376,0.1603726215644819,0.15034058160859298,-1.0,1.661121212121212,-1.0,-1.0,0.5206406926406926,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.745951588051096,2.0,-1.0,-1.0,-1.0,-1.0,11740,Greenlawn,11740
107,0.4246195801592547,1.0063088908689166,0.036010664833016376,-0.36139593059615743,-0.6625103523547644,1.199874746646626,-0.5969746827019498,0.20438486773531706,-1.0,0.30284552845528445,-1.0,-0.7223028589679128,0.638272945372868,0.4068164524009774,-0.3222977222653099,0.5030723149336758,0.12671123028957806,-0.13511889813022898,-0.18729726853329992,-1.0,-1.0,0.5565974191718661,-1.0,-1.0,-0.40503387533875335,-1.0,2.0,-0.32003871467286094,-1.0,2.0,1.1591512588512982,-1.0,-1.0,-1.0,-1.0,0.357337166527559,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,0.9507086054467107,-1.0,2.0,11795,West Islip,11795
108,-0.07774627179164037,-1.0,2.0,0.9637075134168159,-1.0,-1.0,1.478605701383009,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11545,Glen Head,11545
109,-0.06393548384842045,0.48112522886050346,-0.8788406828861792,-0.3465199622572993,0.4850106043225052,-0.6520996751446002,-0.25765553036781763,1.0951487174996242,0.9165547801582881,-0.4400582362728786,0.2402913764044564,-0.1475021211244581,-0.7317702864813806,-0.9280206224437104,0.21360578437930133,-0.30786145897188893,-0.8847042584645439,-0.1592233215184465,-0.08520233304954644,1.4016558871628118,1.1288735110356911,1.0707148695971829,0.7369951377866858,-0.5988913901667156,0.7655941486411535,-0.7554508176748654,-0.27468434077980736,-0.37377941526028047,-1.0,0.4423678704305413,0.17837206805861197,0.5187333656160229,-0.9091305121646345,-1.0,-0.8649555116088097,-1.0,0.9594386112545503,2.0,2.0,-1.0,0.9075474730974921,-1.0,-0.37198508693724397,-0.19048123856361285,0.11845484425902157,-1.0,0.5669505248178862,-0.4011551785275906,-1.0,0.28173803894094646,10456,Bronx,10456
110,0.21569809627465572,0.4421973650596694,0.3239409015528417,0.249632053992519,-0.2452504243570186,1.459859943977591,-0.21135273137813368,-0.8653278738805054,-0.3019094406817387,-0.7086363636363636,-0.3546189461306681,-0.22371026484212012,-0.8168112979264883,0.17980743394536494,-0.6211028174483324,1.9412392344497604,0.2598680120510735,-0.7582264192500413,-0.7728126455218088,-0.8098293559703755,-1.0,-0.419813689217759,0.15034058160859298,-0.0607807486631016,0.33056060606060594,-0.33193609737542795,-0.2794798162126682,0.14048051948051946,0.13615232016560283,0.37053452984783447,0.207161840175953,-1.0,0.4894335142469471,-1.0,-1.0,2.0,0.5293800069662139,-1.0,-1.0,0.01569511913023356,0.042214573937811584,1.0736009445100354,0.14374837197186774,-1.0,0.5277076395447089,0.0029351301964365994,0.07015598342676087,-1.0,2.0,0.750737639553429,10583,Scarsdale,10583
111,1.4269834952851566,0.8554585983223816,-0.041884873876232985,-1.0,-1.0,-1.0,1.6090586330347458,-1.0,-1.0,0.6868421052631577,0.8682083138322766,0.7977235972077217,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,11721,Centerport,11721
112,-0.04846837565804175,0.3989568796875099,0.3002990997393981,0.0909486185648976,0.07072608449351528,0.26897536792494764,-0.40985578538499795,-0.4121454812244286,0.0969994503572677,0.14464285714285705,-0.5774290718712708,-0.5933720434887296,-0.04044013199589158,0.7166510282273828,0.1577413911300954,0.46728487886382614,0.6498271586383105,0.055360868352994225,-0.008309166960276835,-0.8339780091804866,-0.30765531378114164,0.26627964654854175,-0.7489336032203467,-0.4533644568938687,1.0328009259259257,-1.0,1.5161022290986188,0.32754346182917604,-0.3387473268877444,0.4956229988418828,0.05387144777265736,-1.0,-0.5665669667535339,0.8802886262418637,-1.0,-0.3374901925282154,0.3351730219546311,-1.0,-1.0,-1.0,-1.0,-1.0,0.9970209669350072,-1.0,0.3337130186501427,0.7511565765334607,0.8685263202689475,-0.047868418770058076,-1.0,0.5284217488164856,11758,Massapequa,11758
113,0.2720741078735994,1.4312905771120863,0.25546119974838444,-0.3228594781321325,-0.2842891955109659,-0.15177243311117555,-1.0,1.043301223881986,0.05917188310356886,1.2103448275862068,0.2239985504418364,-1.0,0.38970739504043295,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.005412194564969,-1.0,-1.0,-1.0,1.5234770114942529,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6556437472898324,-1.0,-1.0,-1.0,-1.0,-1.0,11798,Wyandanch,11798
114,-0.06337763321020606,0.19004168034352414,-0.02308746228465299,-0.03684282377132522,-0.23349148694076904,-0.5315904319027092,-0.07034408199714035,-0.19647444658074234,0.48883018305845,0.035660703981534835,0.024118810236966406,0.06431875980099394,-0.18606289326829806,0.2730755346092514,0.22655117952386344,-0.0665426549640113,0.7593078991134439,-0.2326862699799349,-0.30781925467694793,0.062234180153932596,-0.3623876980927305,0.473063916585032,0.13175458259818304,0.033339895681296215,-0.3665825158684363,0.3569445685161532,-0.3597223987117767,-0.03479240513285516,-0.13460988885251243,0.7833556634777072,0.021641103438006085,0.9404474349763442,-0.3697338466352599,-0.7265823809504041,0.9669895995213071,-0.22930192044828748,-0.22339618803792952,-0.5650352040298275,-0.24848773069136504,-1.0,-0.20616085539647355,-0.6051423475543498,-0.1288240905926916,-0.017413321014748826,0.4960981582549783,0.018560778503016954,0.3585361589953111,0.24606718189815843,-1.0,-0.33324475354572236,11230,Brooklyn,11230
115,0.8445074564167193,-1.0,-1.0,0.3091383422778772,-1.0,0.6399066293183939,2.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11932,Bridgehampton,11932
116,-0.07689679031033092,-0.15031731673385557,-0.13925549308009136,0.19377982086745318,0.01961870826807435,-0.14656378977750154,0.11107286583334139,-0.5269729435655458,-0.11350858049114866,-0.33085661651826836,0.07893762306371267,0.21651298994345064,-0.18332823024028594,-0.2827698129530786,0.07491862658194925,0.3765087342242619,-0.14899919357925645,0.3064829662877718,0.25835427534128597,-0.13935668007471136,0.3570551049497058,-0.059446201740794485,0.10725137345500127,0.09964878060527245,0.752565244089653,0.2635166227102745,-0.1726295709657289,0.23257335848063512,0.5604507355053105,0.4349164098191944,0.19591921122743067,-0.8525025042846615,0.47556201186270064,1.4731828292355367,0.2459585127894591,-0.4874041403657055,0.2396571134144319,-0.47926420611400206,-0.7143798493986876,0.166318620063578,-0.5776103046982157,0.2605863893551952,0.15884851934515304,0.12032723892370735,0.13510975980908682,-0.45803935242685645,0.01199890357826948,-0.778995555600296,-0.27962673466661353,0.7738514616292035,11106,Astoria,11106
118,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11976,Water Mill,11976
119,0.41679558246501625,-0.1314302503505372,-0.5251081548777851,0.02454305047833861,0.5641911495209616,-0.2869971176876548,-0.35340720833486733,0.7175575505094957,-0.287745284405716,-0.25681159420289856,1.0577366934964207,-0.9009949323276907,0.051343855378414446,-0.7492196758763475,-0.27515321598811415,-0.06221357742181547,-0.7322019684529119,-0.8458255427101712,-0.8551269043907186,0.0914141309526275,0.6857088012285247,0.8498693966970002,1.2006515474251345,-0.8003591929525433,0.4848285024154588,-1.0,0.14865536545806526,0.6969468599033816,-0.7584990237329153,0.09245506002363622,-0.2302156381486676,0.6709542384168966,-0.6834054365851899,-0.08438119069961418,-0.5294971737790993,-0.5160797928032181,2.0,1.1849101200472725,-1.0,-1.0,0.32920119574677426,-1.0,1.9173871516963585,0.4102051467341121,-0.1649796752799106,0.27910567329400615,-0.3175816917278626,1.7818800982022653,-1.0,2.0,11520,Freeport,11520
120,-0.08270462516910476,-0.18262559731161207,-0.21702419800638384,-0.1224022201463827,-0.07241378598313013,-0.4214039110267763,0.007766431005860366,-0.04426233076487744,0.16629914681800917,-0.3646001344086022,-0.033880176415365,0.01001137585057493,-0.02496335993130916,-0.3022644207849992,0.1764146393741292,-0.39430125212224104,-0.2549167670665694,0.19749414659085726,0.20922301577101732,0.8697557272536335,-0.25740448978138575,-0.013527307608152081,0.9771478746397693,-0.513979285262492,-0.18851898521505375,0.5062865546407521,-0.3075646083226583,-0.3817287506400409,0.511815587317133,0.08915126447920983,-0.25634071225719746,2.0,-0.19255620419408326,-0.5223460344627524,0.09088356885894305,-0.15850568809027354,-0.20858695876076294,-0.4934180165212977,1.563229707718243,-0.3242351021915785,0.9261358053286168,0.14967794302471726,-0.5772435453060972,-0.5912963914455067,0.2584227675973122,0.03798393850975302,0.5031088745711898,0.5318568585110761,0.23890231264877299,-0.4823087624976419,11225,Brooklyn,11225
121,-0.0033550202728676406,-0.23343230195605164,-0.01962436516729282,0.26577596182354024,-0.13693446297706255,0.23681746259804998,0.47363784700359984,-0.5834518772712881,-0.2790362244524378,-0.19044441796735373,-0.10763170139954763,0.41217582227934113,0.10921599420658416,0.293716321189544,0.12725636224414874,0.12340910658631568,0.2879384657927096,0.18510247969180274,0.30416856174898715,-0.4716097439805977,-0.3486532059592391,-0.308034675213841,-0.577856667299599,0.6823062168987695,0.19453999364549823,0.20829382126069385,-0.28231279203358817,0.4748022445008029,0.17139339256916683,-0.2904834347445679,0.03365539831580073,-0.8969714263814198,0.09316221229133734,0.14793267256801026,0.295802791385216,-0.22421703945755986,-0.2383166413536549,-0.6407511061997813,-0.7118207364086698,1.2097691975834701,-0.8634056914891466,0.35884727687420415,0.019330134915950252,0.9708931694496764,0.001119029845811849,0.15672727991201083,-0.43897458273826423,-0.45683235899809815,0.03832528561151018,0.055490582168515615,10023,New York,10023
122,-0.040357607134544705,-0.1742373445303995,-0.0651903769441083,0.11453669680413875,0.028431291135143644,-0.20220758573699749,0.1053241641302607,-0.50620220422852,0.2729146775316765,-0.35033783783783784,0.07127440698580549,0.3539611957348246,-0.11046206830970484,0.03277437536058223,0.14522526798274307,0.20753579895685162,-0.1260375051537597,0.05421993768450449,0.013132796997338913,-0.03886728558000585,0.49321908000715947,0.14991881416300012,0.31097372588727046,-0.13129270446917504,0.35153791291291275,-0.006932036639149575,-0.2502695384915601,0.24322651222651231,0.6138139562712618,0.25632331902718164,0.0367816405114792,-0.8268831194432944,0.230012661915647,0.4229211225614104,0.09678023679872118,-0.022350392217312356,-0.3179791860826343,-0.49067973552952093,-0.6647694304473966,-0.4967276436742086,-0.4835873732740573,1.157665847665848,-0.31993340044915963,0.3149210151980235,0.14627227008309565,-0.3042702249988683,0.27261792623722925,-0.7838403977748241,-0.5470548793067876,0.3879721827090249,11101,Long Island City,11101
123,0.0660459761548242,-0.18657426592363333,-0.44539214025452195,-0.01462705419944725,0.32977271783872053,-0.5261022509362168,-0.04498167419830302,0.6459926525715999,0.500018961689239,-0.5261424731182796,0.17683731597140726,-0.02059502947823042,-0.24163816883546263,-0.6123691226583329,0.06437514990992653,-0.3373552159969817,-0.710245409414777,0.16770573498411942,0.1868299969604429,0.6869976486498947,0.3809670891784755,0.45826398005751434,1.1826578687779532,-0.5679815868999929,-0.049173760454002464,-0.1439682968161845,-0.39633837648642,-0.2880512886158047,0.3065072976814728,0.08070823142123151,-0.4050725698057579,1.1523268079966746,-0.4127681485047878,-0.7169457982001495,-0.27274428742737133,-0.6260025280401216,0.4320807412900481,0.6886066115956742,2.0,0.6018130911014437,1.0545448590171913,-1.0,-0.549059781659837,0.19886391842651321,-0.33314349067492866,-0.30801070766016464,0.26577589437573884,0.2899847229566957,-1.0,0.0353824750047162,10035,New York,10035
124,-1.0,2.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7632,Englewood Cliffs,7632
125,-0.17020872783309549,0.45002420023137274,-0.6256208247536951,-0.44470995764563054,-0.09294234803831919,-0.4308807327558273,-0.49026103827598794,1.2849255331328122,-0.6051929998714203,0.07107969151670938,0.8249849852346147,-0.7365803469387143,-0.37838281044463923,-1.0,0.3928611080948191,-0.5247354891083751,-1.0,-0.4530571952186025,-0.35756789222105334,1.043478899855605,-0.401985052520472,0.9687556047109462,1.2770237733640533,-0.4688220172387721,-0.05937232219365896,1.4558647320132083,-0.7962539326051247,0.7200048965601664,-0.785815329531763,-0.8062226243145736,-0.08971515050999262,2.0,-0.15764685569581394,-1.0,0.25185199264429864,-1.0,-0.5675275044568547,0.9377737568542646,2.0,-1.0,2.0,-1.0,-1.0,-1.0,0.48114145001763925,0.13442534006794882,0.21045921004569348,0.2336100692542178,-1.0,-1.0,11429,Queens Village,11429
126,-0.0071717322789383925,0.6689501140552162,-0.8111108960171043,-0.2868507084867595,0.23833750089282954,0.08476314001605832,-0.5820768596889869,0.613969449214176,-0.004021251296903367,-0.4180285343709468,0.933631951281656,-0.6898868502871245,-0.6340977935237251,-0.8877831234466146,-0.026956651812838052,1.1581077206635266,-0.8801681960003301,-0.3101142961739181,-0.3517351752892081,1.387615867972458,1.2629164841394593,-0.0066849153922722325,0.723272855717153,-0.37466595457897806,0.04408452226545605,-0.23748867145314734,-0.7944040980113969,-0.6745710579951825,-1.0,-0.41338988994839765,0.3778241496171708,2.0,-0.5749995160384845,-0.7951436516156725,-0.7894637158933714,-0.35037948839342514,-0.5636010356257237,0.9553670335053409,1.6544521752511596,-1.0,1.3791149807140706,-0.7041555072683477,-0.6736385968433063,-0.053461526024769106,0.494588908059304,-0.7138187695937536,0.8321736681236374,-0.6887974598314587,-1.0,0.49868591712744903,10467,Bronx,10467
127,0.23601015120707983,1.1806420640077475,-0.249311859944265,0.21466444128875206,0.49782776609560736,1.5359380865748358,-0.48894727806535904,0.8326516131725031,0.8999578109280515,-0.3391752577319588,-0.2681245780863246,-0.6478685737428175,0.24643859142801725,-0.10804936265298867,-1.0,-0.5235105805751492,-0.5237612325580134,-1.0,-1.0,-0.568685137252398,-1.0,-1.0,0.3045099379066519,-0.28993733575904584,-0.2455584192439863,-1.0,0.6341694890021959,-1.0,-1.0,-0.22289279235432066,-0.08736905553708019,-1.0,0.12603221008360266,0.6282911814877995,-1.0,0.7211594998236055,-1.0,0.9427680191141983,-1.0,1.3036384145221793,-1.0,-1.0,-1.0,-1.0,0.9799450998517584,-1.0,-1.0,1.4735789532984058,-1.0,-1.0,11764,Miller Place,11764
